app_code,os_version,is_4G,hour,day_of_week
111,0,0,17,0
29,1,0,21,1
336,1,0,14,2
107,0,0,7,3
107,1,1,11,1
191,2,0,9,1
307,2,0,7,0
416,2,1,11,4
409,1,0,17,4
107,2,1,17,2
143,1,1,11,3
88,0,0,8,6
107,0,0,22,0
283,1,1,0,6
312,1,0,13,0
336,0,0,19,5
283,0,0,0,0
282,1,0,12,0
336,0,1,10,0
107,0,0,7,1
49,1,0,6,2
336,0,1,1,0
336,1,0,0,6
29,0,0,20,2
143,2,0,5,5
102,0,0,17,0
283,1,0,2,4
139,0,0,15,3
49,1,0,1,4
88,1,1,10,5
107,0,0,23,5
283,1,0,12,3
68,2,0,7,1
216,1,1,17,5
143,1,1,22,6
45,1,0,20,6
20,1,0,1,1
282,1,0,22,2
416,1,1,20,3
365,0,0,15,1
397,1,0,21,4
283,1,0,0,0
283,1,0,3,3
283,2,1,21,3
451,1,1,7,2
283,0,1,20,5
359,1,0,0,0
45,1,1,8,1
102,1,0,5,0
336,2,1,9,1
318,1,0,21,6
437,2,1,4,1
191,1,1,21,5
264,1,0,7,4
45,0,0,21,5
143,0,0,17,3
27,1,1,20,2
107,0,0,18,3
283,1,1,21,5
195,0,1,20,3
359,2,0,0,4
107,2,0,6,3
64,2,0,15,2
195,0,0,12,6
107,1,1,6,4
283,1,0,8,6
45,1,1,3,5
29,0,0,22,4
143,2,0,11,1
234,1,1,13,4
283,1,0,17,2
283,0,0,11,1
283,1,0,20,1
135,2,0,21,1
88,2,1,18,5
406,1,0,21,1
102,0,0,12,1
359,0,1,20,2
195,1,1,11,4
88,2,0,16,0
307,0,0,12,1
177,0,0,10,4
265,1,1,13,6
279,1,0,0,3
361,0,0,19,6
45,2,0,1,0
267,0,0,0,0
282,1,0,0,2
191,2,0,0,6
451,1,0,17,5
365,1,0,23,0
137,2,1,10,1
137,1,1,9,2
312,0,0,19,3
361,1,0,1,5
336,1,0,10,5
282,1,0,9,1
107,1,1,7,1
107,1,0,3,1
282,1,1,10,5
216,0,0,10,5
276,1,0,19,1
283,1,0,16,6
107,2,0,12,2
88,2,0,1,5
268,0,0,8,6
88,1,0,7,6
88,1,1,16,0
27,0,1,20,2
253,1,1,8,0
267,0,0,17,4
107,0,1,8,2
359,0,0,19,0
107,2,1,10,1
370,2,1,0,1
283,0,1,13,3
107,1,0,23,6
282,2,0,0,1
283,1,0,8,1
397,1,1,7,0
88,0,0,0,5
177,1,0,6,4
107,1,1,9,6
107,1,1,21,0
88,1,0,17,1
267,1,0,4,1
365,1,0,12,4
267,0,0,1,6
49,1,1,0,2
65,2,1,13,2
143,1,1,22,6
283,1,1,12,6
267,0,0,12,0
283,1,1,22,1
283,1,1,15,3
244,0,0,22,1
137,0,1,16,0
143,1,0,14,3
139,1,0,21,4
27,1,0,19,6
361,2,0,22,6
402,1,1,20,5
29,1,0,17,2
282,1,0,18,6
267,1,1,13,3
336,1,0,23,3
283,0,0,0,6
27,1,0,18,1
359,0,1,21,3
143,1,0,0,6
107,2,1,18,4
186,1,1,0,4
283,1,1,23,5
267,1,1,18,1
283,2,0,19,3
283,1,0,20,5
195,2,0,16,2
283,1,0,4,0
106,0,0,0,1
27,1,0,22,1
37,2,1,23,3
107,0,0,13,4
88,1,0,18,6
336,2,0,7,5
406,0,0,12,1
88,2,0,22,1
283,1,0,14,5
88,2,1,0,1
216,0,0,17,1
111,0,0,23,0
143,1,0,17,5
216,1,0,18,0
126,1,0,15,0
148,0,1,16,1
107,0,0,1,0
137,1,1,15,5
102,1,0,0,6
282,2,1,11,6
88,1,0,22,1
337,0,0,18,1
283,1,0,16,4
107,1,0,17,4
359,2,0,0,3
107,0,0,9,1
282,1,1,1,2
283,1,0,21,6
283,1,1,18,4
283,1,1,0,6
406,1,1,21,6
177,2,0,22,4
267,1,0,0,3
345,0,0,10,6
61,2,0,18,0
283,1,0,23,2
48,2,0,18,4
359,1,1,20,6
145,1,0,19,3
283,1,0,19,4
216,1,1,17,6
290,1,1,20,0
267,1,0,2,5
397,2,1,16,5
107,2,0,20,3
397,2,1,17,3
107,2,1,9,1
398,2,0,21,6
283,1,1,9,1
111,0,0,1,2
66,0,0,6,3
107,2,0,11,3
29,1,0,18,2
361,1,0,11,6
363,0,1,9,5
45,0,1,10,3
459,0,0,10,1
27,2,1,20,1
61,1,0,14,0
283,1,1,12,2
283,0,0,12,4
283,1,0,19,6
260,1,0,22,5
267,0,0,9,1
267,1,1,16,5
397,2,0,20,6
88,2,0,9,1
45,1,1,23,1
216,2,0,2,4
177,0,0,1,0
107,0,0,1,1
102,0,1,19,2
253,1,0,1,2
107,1,0,10,3
107,2,0,11,1
143,1,0,22,3
61,1,0,13,6
191,0,0,15,2
195,1,1,13,2
361,1,0,17,3
107,2,0,7,1
177,1,0,10,5
27,1,0,19,3
45,0,1,0,1
267,2,1,0,1
111,2,0,2,6
49,1,0,12,6
283,1,1,17,1
29,1,1,16,6
177,1,0,22,3
48,1,0,21,3
88,1,1,17,2
107,0,1,10,1
283,1,1,15,0
29,1,0,23,3
195,2,1,21,3
267,2,0,21,4
88,1,0,20,5
88,0,0,23,3
283,1,1,14,2
137,1,1,13,6
191,2,1,19,6
451,0,0,15,4
195,1,0,21,6
359,1,1,21,3
283,1,0,19,6
283,1,0,12,1
139,1,0,13,4
177,0,0,20,1
27,2,0,17,2
107,1,0,9,3
27,2,0,0,5
107,1,1,15,6
283,1,1,14,1
267,1,0,20,6
195,1,1,0,3
283,1,1,13,0
267,1,1,14,1
283,1,0,17,4
283,2,0,19,1
397,1,0,22,1
107,2,1,12,5
191,0,0,18,4
397,1,1,19,0
283,1,0,22,3
282,1,0,21,6
27,1,0,0,4
214,1,1,19,2
139,1,0,15,6
283,1,0,18,2
283,1,0,16,0
64,2,1,16,6
107,0,0,12,0
282,1,1,12,1
195,1,0,9,0
403,1,0,8,5
107,1,1,13,4
88,2,1,12,0
191,0,0,14,0
88,1,0,1,6
195,1,1,15,6
253,1,1,19,6
143,1,0,13,6
282,1,0,9,5
45,1,0,20,3
195,0,1,22,6
143,1,1,14,5
177,0,0,21,6
61,1,0,0,5
107,0,0,14,4
283,1,0,10,1
107,1,0,6,4
88,1,0,3,5
365,0,0,1,3
107,1,0,16,5
148,1,1,22,0
27,1,1,19,4
111,1,1,23,6
107,1,0,9,4
45,2,0,13,1
365,1,1,17,0
107,1,1,21,6
267,0,0,13,6
29,0,0,0,5
143,1,0,21,1
107,1,0,23,5
137,2,0,18,3
361,1,0,20,2
265,1,1,1,5
267,1,0,21,0
27,1,1,12,5
429,2,1,1,5
107,2,0,15,1
268,0,1,22,3
307,1,1,21,3
107,1,0,7,1
115,0,0,19,5
45,2,0,22,6
195,1,1,18,1
265,1,1,18,2
457,0,0,19,2
253,0,1,17,6
88,0,0,23,5
107,1,1,12,2
429,1,0,16,4
88,1,0,17,5
154,1,0,19,4
283,0,0,0,0
27,0,0,16,6
287,0,0,18,5
177,1,1,22,6
365,0,0,23,0
107,1,0,10,3
88,1,0,21,1
267,1,0,23,3
282,1,0,22,6
137,0,1,15,4
139,1,1,9,5
111,1,1,12,3
283,1,0,0,1
139,2,0,18,0
107,0,0,16,1
283,0,0,21,2
107,1,0,16,5
44,1,0,2,0
107,2,1,16,0
191,2,0,8,0
397,2,1,0,6
283,1,1,2,0
88,0,1,15,1
195,1,1,11,3
29,1,0,7,1
107,0,0,14,1
267,0,0,1,2
191,2,1,16,6
88,2,0,6,1
102,1,1,17,5
27,1,1,12,4
139,2,0,10,2
107,1,0,14,1
283,1,1,20,4
27,1,0,18,1
107,1,1,14,5
195,1,0,0,4
365,0,0,15,4
143,1,0,21,4
29,0,1,22,3
107,1,0,14,0
88,2,0,22,1
49,1,0,23,3
195,1,1,14,3
27,1,0,12,5
264,1,0,10,6
27,2,0,18,4
216,1,0,19,6
107,1,1,15,6
282,1,0,23,0
282,0,0,1,1
283,1,0,23,0
365,1,0,22,1
267,2,0,22,6
397,2,0,20,6
111,1,1,19,0
27,0,0,11,5
283,1,0,20,3
88,0,0,21,2
107,2,0,18,2
111,0,0,1,6
88,1,0,16,5
406,0,1,18,1
107,1,0,22,2
153,1,0,18,0
107,0,0,17,5
107,2,0,14,1
107,1,0,22,6
20,1,1,20,1
107,1,0,0,6
29,2,0,17,3
111,1,0,0,0
88,1,0,14,1
307,0,0,19,0
102,1,0,16,6
102,1,1,18,2
107,1,1,18,2
27,1,1,17,1
283,1,0,22,6
283,2,0,23,3
319,1,0,18,0
183,0,1,0,4
88,2,0,22,5
107,1,0,15,1
336,2,1,9,1
191,1,1,17,0
312,1,0,22,3
216,2,0,12,0
253,0,1,13,1
107,1,0,9,0
169,2,0,19,2
361,0,1,11,3
283,1,0,16,0
27,0,1,20,5
268,1,0,18,1
283,1,0,15,1
278,1,0,12,5
27,0,1,22,3
283,0,1,23,4
107,2,0,14,0
279,1,1,0,2
107,0,0,5,2
361,0,0,20,6
283,1,0,19,1
27,1,0,15,6
365,0,0,19,0
107,1,1,9,6
283,1,0,21,6
253,1,1,11,1
111,2,0,1,1
115,0,0,17,4
267,0,0,11,4
397,1,0,22,2
195,1,0,9,0
27,1,0,0,2
283,1,0,19,2
107,1,1,19,3
107,1,0,7,3
287,2,0,9,4
359,0,0,6,4
267,1,0,4,1
107,0,0,7,6
283,1,0,12,1
92,1,0,1,4
143,1,1,0,4
280,2,0,0,6
45,0,0,3,4
191,2,0,15,1
216,1,0,22,5
267,1,0,16,0
388,1,0,14,6
137,0,1,16,3
107,0,1,12,2
107,0,1,0,1
283,2,1,17,4
107,1,1,11,1
318,0,1,15,4
191,1,0,0,1
267,1,0,14,5
102,1,1,8,2
216,2,0,9,6
276,1,1,23,3
283,1,0,1,0
143,0,0,1,5
406,1,0,23,3
143,1,1,20,6
137,1,0,21,2
195,1,0,15,6
283,1,0,1,6
27,0,0,19,2
80,1,0,10,0
253,0,1,11,2
361,1,0,16,5
195,2,0,19,0
107,0,0,16,4
27,1,0,14,6
111,1,0,23,0
107,1,1,7,3
191,2,0,0,4
361,1,0,22,2
283,0,1,21,0
139,2,0,0,2
27,2,0,18,6
282,1,0,15,6
107,0,0,9,1
195,0,1,19,1
307,0,0,19,2
49,1,1,22,3
337,1,0,23,5
283,1,0,21,2
214,1,1,11,1
365,0,0,20,3
336,2,1,23,5
61,0,0,7,2
336,1,0,16,5
216,1,1,17,5
88,0,1,13,5
45,0,0,12,4
139,1,1,23,1
321,0,0,19,3
253,1,0,19,0
107,0,0,11,3
283,1,1,20,3
283,1,0,0,1
107,1,1,21,3
397,2,0,20,6
283,2,1,12,2
107,0,0,8,1
283,1,0,17,1
166,1,0,10,6
283,1,0,19,0
107,1,0,11,6
336,2,0,9,3
340,2,0,18,0
107,0,1,6,2
88,0,0,11,5
88,0,1,11,0
276,1,1,21,1
27,1,1,14,6
406,2,0,21,1
282,2,0,18,0
276,0,1,12,2
268,0,0,8,0
88,0,0,7,5
107,0,1,22,4
267,2,0,11,4
27,1,0,15,5
280,0,0,0,5
88,0,1,1,3
177,1,0,0,3
363,1,0,11,1
370,1,0,0,1
406,1,0,15,5
267,1,0,21,2
290,1,1,14,4
359,1,0,14,4
68,0,0,0,0
191,2,0,13,5
27,1,1,17,5
29,2,0,21,4
107,1,0,13,0
29,0,0,0,3
283,2,0,20,5
397,1,0,21,6
177,2,0,22,6
370,1,0,13,3
195,1,1,8,2
185,2,0,14,3
107,0,0,14,0
65,1,0,5,5
126,1,1,11,6
267,1,0,21,5
195,0,1,0,6
283,1,1,13,1
283,1,0,23,4
88,1,0,20,3
88,2,0,22,1
45,0,0,7,0
195,0,0,0,4
234,1,1,0,1
267,1,0,0,4
88,1,0,0,1
283,1,0,23,2
195,1,0,12,5
29,1,0,11,4
283,0,0,22,0
361,1,0,21,1
107,0,1,14,3
102,1,0,18,4
145,1,1,18,1
282,2,0,21,6
214,1,1,17,5
107,1,1,18,3
195,2,1,21,2
44,1,0,1,3
216,1,1,1,1
107,1,0,23,0
214,0,0,0,5
29,1,0,23,1
328,1,1,18,2
283,1,1,15,0
195,2,0,15,5
397,1,0,19,6
45,0,0,13,3
216,1,1,10,0
88,2,1,10,5
195,1,1,13,1
332,2,1,8,2
88,2,0,22,1
283,1,0,1,6
336,0,0,19,1
407,1,0,20,6
61,1,0,10,3
320,0,0,10,5
107,0,0,9,6
27,0,0,18,3
102,2,0,16,2
216,0,0,5,6
267,1,0,0,5
282,0,0,21,1
29,0,0,22,1
283,0,1,20,6
126,2,0,19,3
437,2,1,22,4
331,2,1,19,3
45,1,0,9,4
88,1,1,17,3
361,1,0,19,3
143,1,0,23,1
336,2,0,15,4
283,1,0,8,4
88,2,0,0,3
283,1,1,13,2
107,0,0,5,3
282,1,1,9,4
107,1,0,1,4
365,1,0,1,1
361,1,0,13,5
283,0,0,23,4
264,1,1,6,1
283,1,1,10,4
283,1,1,13,3
271,2,0,13,6
27,1,1,12,2
267,1,0,9,0
283,2,1,15,4
107,1,1,8,3
27,0,0,20,1
27,1,0,1,6
88,1,1,1,6
398,0,0,22,3
283,1,1,14,4
27,2,1,20,1
107,0,0,11,1
27,1,0,18,4
282,0,0,23,4
143,0,0,20,1
267,0,1,21,5
287,1,0,23,3
216,1,0,17,6
359,2,0,16,4
359,1,0,20,3
191,0,1,17,6
287,0,0,0,5
88,0,0,13,2
143,1,0,23,3
336,0,0,10,0
111,1,0,0,0
195,2,1,12,6
107,1,0,12,0
283,1,1,18,0
65,2,0,0,6
143,1,0,1,5
143,1,1,12,1
107,2,1,7,2
269,1,0,16,6
283,1,0,19,0
107,0,0,14,6
216,0,0,2,2
177,2,0,22,1
27,1,0,14,5
107,1,0,22,3
359,1,0,6,1
283,1,1,0,2
265,2,0,15,5
88,2,0,1,0
352,1,0,18,6
359,1,0,23,0
27,2,0,14,6
283,1,0,19,0
107,1,0,12,0
148,0,0,20,6
365,0,1,12,1
336,0,1,8,2
282,1,0,23,4
88,2,0,1,3
107,2,0,10,2
283,1,1,20,5
242,0,0,10,5
283,1,0,1,2
29,0,1,1,5
283,1,0,17,2
365,0,0,2,3
267,2,0,18,4
107,2,0,16,1
195,1,1,12,1
27,1,1,16,6
267,2,0,0,5
107,2,0,0,6
88,1,1,0,1
264,1,1,15,2
107,1,0,13,1
27,1,1,12,0
406,0,0,16,4
397,1,1,14,2
139,1,1,1,6
283,1,1,17,3
107,2,0,11,3
88,1,0,0,2
88,0,0,14,0
44,1,1,10,2
111,0,0,23,6
340,0,0,22,4
280,1,1,23,5
107,1,1,6,1
195,1,1,20,3
71,0,0,8,3
283,1,0,19,5
107,2,0,7,1
265,1,1,22,2
365,0,1,0,2
27,0,0,12,5
267,1,1,22,6
107,1,0,9,2
405,2,0,10,2
111,1,0,1,2
283,0,0,20,1
88,1,0,0,1
27,2,0,1,5
88,0,0,8,1
249,1,1,17,3
283,1,1,22,2
107,1,0,22,0
107,0,0,10,1
359,1,0,14,1
283,1,1,13,5
283,1,1,21,1
107,0,0,16,1
27,0,0,19,6
88,2,0,17,6
139,1,0,23,6
107,2,0,10,1
88,2,0,21,3
361,2,1,8,5
27,1,1,19,1
283,1,0,18,0
253,2,1,1,3
216,0,1,17,2
267,1,0,11,1
283,1,0,20,6
283,1,0,17,2
107,1,1,13,1
267,1,0,19,4
27,1,0,0,6
29,0,0,16,6
282,1,0,19,5
107,0,1,7,3
283,1,1,16,3
45,2,1,17,3
107,1,1,13,5
283,1,0,22,0
124,0,1,21,4
370,2,0,7,5
107,0,0,0,5
195,1,0,14,1
27,2,0,0,4
27,1,0,23,3
195,0,0,14,4
88,0,0,17,5
283,1,0,20,5
195,0,0,16,5
216,1,1,15,6
107,1,0,10,4
111,1,0,10,1
283,2,1,22,0
195,0,0,10,3
195,2,1,15,1
88,2,0,0,1
397,2,0,17,0
107,2,1,17,4
107,0,1,9,1
49,1,0,9,3
111,1,0,2,0
27,0,1,21,3
282,2,0,12,6
143,1,1,11,3
49,0,1,19,0
380,0,0,1,1
126,0,0,21,2
107,1,1,9,0
177,0,0,22,4
107,1,0,12,4
107,1,0,14,1
367,1,1,18,0
107,1,1,14,4
261,1,0,2,6
282,2,0,19,5
290,1,1,0,3
283,1,0,18,1
88,1,1,13,4
154,0,0,15,0
29,1,0,23,4
139,0,0,16,2
339,1,1,4,1
107,1,1,0,2
429,0,0,21,0
268,0,0,21,5
111,2,0,16,4
271,2,0,9,4
361,1,0,6,4
397,2,0,20,6
107,0,0,16,6
195,1,1,2,6
88,2,0,20,6
195,2,1,20,6
267,1,1,1,2
223,1,0,7,1
107,1,0,9,0
107,1,0,17,4
288,2,0,1,2
109,0,1,14,3
27,1,1,16,1
289,2,0,20,1
137,1,0,0,0
107,0,0,16,0
214,1,1,13,2
27,2,0,21,1
283,0,0,16,6
48,1,1,14,1
45,1,0,11,4
88,1,1,0,5
102,1,0,23,5
365,1,0,0,3
267,0,0,10,1
278,0,1,21,3
267,0,1,0,6
137,1,1,1,1
283,2,0,21,1
228,1,0,15,5
283,1,0,13,4
402,1,0,16,4
282,1,1,20,6
283,1,0,16,1
139,0,0,0,0
27,1,0,12,3
215,1,0,0,3
88,0,0,0,2
216,1,1,0,1
282,2,0,9,5
139,0,0,20,6
191,1,0,0,0
137,0,0,0,6
107,1,1,21,1
267,1,1,21,1
282,0,0,0,6
406,1,1,0,3
195,1,0,1,4
139,1,0,21,2
265,2,0,23,1
267,1,1,19,6
27,1,0,9,6
214,1,0,19,5
336,1,0,18,1
88,2,0,6,2
406,2,0,21,1
45,2,0,22,1
283,1,0,19,1
283,1,1,12,5
216,1,1,11,6
107,1,0,11,6
27,0,0,20,5
307,1,1,13,4
267,1,1,1,1
269,1,1,15,4
137,0,0,17,1
397,0,0,20,1
137,2,0,18,0
279,1,0,22,3
267,2,1,6,5
115,1,0,0,0
139,1,0,21,6
397,1,1,21,1
283,1,0,11,1
195,1,1,2,6
365,1,1,18,0
137,0,1,0,0
107,2,1,14,1
29,0,0,17,1
45,1,1,18,5
365,0,0,21,5
282,1,1,17,5
88,0,0,21,4
88,0,0,13,1
26,1,0,16,1
27,0,0,18,2
191,1,0,22,1
283,0,0,10,3
49,0,0,3,0
283,1,1,20,3
216,1,0,15,2
93,2,1,8,5
406,1,0,15,0
216,1,0,1,1
191,0,1,19,5
282,0,0,15,0
264,1,1,14,2
107,0,0,8,4
336,2,1,12,6
107,0,0,16,1
88,1,0,2,1
283,1,0,0,0
107,2,0,15,1
283,1,1,23,3
283,1,1,15,3
195,1,1,0,5
115,1,0,15,1
283,1,0,22,2
336,2,1,17,1
137,2,0,12,2
191,2,0,0,3
107,1,1,12,0
397,1,1,22,2
107,1,1,1,4
267,0,1,14,6
191,0,0,20,1
107,2,1,22,2
282,0,0,21,5
365,0,1,0,2
365,1,1,0,3
29,1,0,0,5
216,0,0,9,5
280,2,0,21,2
283,1,0,1,1
307,1,0,16,5
76,2,0,1,4
88,1,0,1,4
397,1,1,20,2
49,1,1,2,2
139,0,0,9,1
177,0,1,17,2
101,1,1,23,5
27,2,0,0,3
107,1,0,16,3
451,1,1,10,1
29,1,0,11,1
169,1,0,1,4
29,1,0,18,1
88,2,0,0,3
44,0,0,9,0
195,1,1,8,2
94,1,0,23,0
107,1,0,21,6
283,1,0,19,5
139,1,0,23,4
214,1,1,16,5
143,0,0,16,3
107,0,0,15,2
27,2,1,20,6
397,1,1,15,2
65,1,1,0,0
416,0,0,15,4
137,1,1,14,3
264,0,1,11,6
267,1,0,8,5
107,1,1,15,1
88,2,1,14,3
283,1,0,22,3
336,1,1,23,6
88,1,0,23,6
283,1,0,23,0
282,1,0,17,4
267,1,0,0,2
283,1,0,14,3
317,1,0,4,4
27,1,0,0,2
145,1,1,16,4
111,2,0,15,1
287,1,0,23,2
88,1,1,22,4
107,0,1,0,2
107,1,0,9,4
195,2,1,0,0
191,2,0,7,1
265,2,0,0,5
80,1,0,20,0
393,1,1,21,6
195,0,0,8,3
195,0,0,1,2
283,1,1,21,1
107,2,1,17,0
283,1,1,12,2
276,1,0,15,6
88,0,0,17,4
283,1,1,11,6
283,0,0,23,0
191,2,1,16,4
177,1,0,0,0
88,2,0,19,4
177,1,0,9,4
216,1,1,23,3
137,0,1,20,3
283,1,0,16,0
191,0,0,22,3
27,1,0,18,1
22,1,0,1,1
45,1,0,14,3
154,0,0,17,1
137,1,1,12,1
283,1,1,22,3
365,1,1,1,3
283,1,1,8,2
177,2,0,19,2
267,0,1,0,6
139,1,0,19,4
145,2,1,11,3
88,1,0,16,4
107,2,0,20,0
29,0,0,0,3
283,2,1,21,4
283,2,0,21,5
336,2,1,7,0
143,1,1,18,2
397,1,1,0,3
107,2,0,8,2
276,0,0,20,2
283,1,0,1,3
289,0,0,16,1
265,2,0,6,3
191,1,0,15,5
115,1,0,21,3
27,1,0,19,2
107,0,0,6,1
107,2,1,14,1
312,1,1,18,0
283,1,0,22,0
139,0,0,10,4
397,0,1,19,1
283,1,1,22,1
216,1,0,21,3
283,1,0,12,3
195,2,1,21,0
283,1,0,0,0
116,1,0,19,3
107,0,0,21,3
191,1,0,22,1
64,1,1,16,6
107,2,0,9,3
336,1,1,11,3
249,1,1,13,2
216,2,0,1,0
191,0,1,1,6
61,2,0,19,3
169,1,0,16,5
370,1,0,12,4
336,1,1,15,1
283,1,0,19,4
283,0,0,16,6
139,2,0,15,4
107,1,1,8,0
27,2,0,18,1
365,1,0,0,1
397,1,0,15,6
283,1,1,0,0
365,1,0,9,4
139,1,1,1,5
88,1,0,16,3
88,0,0,0,3
359,2,0,7,3
107,0,0,0,0
137,0,0,22,3
102,1,1,20,6
253,2,0,5,2
282,2,0,16,2
267,1,1,22,0
283,1,0,14,2
107,0,1,17,3
195,1,0,12,6
216,1,1,17,0
88,1,0,16,6
29,1,1,23,6
322,2,0,0,6
397,0,1,15,0
27,1,0,17,0
88,2,0,0,3
107,0,0,22,0
107,2,0,10,1
283,1,0,14,3
29,1,0,22,0
61,1,0,20,6
148,1,1,14,4
397,2,1,18,3
403,1,0,18,5
359,1,0,21,0
139,1,1,18,5
107,0,1,13,5
45,1,0,8,0
183,1,0,20,2
126,2,0,18,3
283,1,0,12,1
365,1,0,23,4
107,2,0,7,1
249,1,1,21,0
29,0,1,8,5
111,1,1,23,0
45,1,0,17,5
403,1,0,16,4
143,0,0,14,3
283,1,0,10,3
29,2,0,15,0
336,0,0,20,1
61,0,0,11,1
88,1,1,12,2
102,1,0,14,6
48,1,0,20,0
283,1,1,19,4
283,1,0,0,3
111,1,1,21,0
217,1,1,11,3
107,0,0,11,1
191,2,0,10,4
397,2,1,17,4
88,2,0,23,6
282,2,0,1,3
416,1,1,18,3
143,1,0,21,3
27,0,1,22,0
397,0,0,22,3
191,1,0,21,6
283,1,0,16,3
177,1,0,0,5
45,2,1,20,1
143,0,0,18,6
216,2,0,11,1
359,1,1,9,3
102,2,1,17,2
276,2,1,17,6
214,1,0,9,3
111,2,0,21,0
107,1,1,22,2
88,0,0,23,0
27,1,0,16,6
107,1,0,18,1
397,0,0,20,1
88,1,0,19,5
283,2,0,20,3
283,1,0,22,5
282,2,0,9,2
307,2,0,19,0
88,0,0,14,1
397,1,0,19,1
283,1,1,17,6
143,0,1,17,0
397,1,0,20,2
137,2,1,20,3
195,1,1,1,2
195,2,1,1,5
107,1,1,19,0
283,1,1,14,6
318,1,1,19,6
365,0,0,17,0
61,1,0,15,1
27,1,0,18,4
283,1,0,8,5
107,2,0,14,6
107,1,1,16,2
143,0,0,0,6
361,1,0,14,1
88,2,0,13,5
191,1,0,22,5
107,0,0,0,4
88,1,1,0,6
107,1,1,15,1
137,1,1,12,5
107,2,0,8,1
45,1,1,20,1
195,1,0,21,3
307,1,0,20,2
283,2,1,13,3
107,1,0,18,6
195,1,1,20,1
253,2,0,13,1
282,1,1,20,0
282,2,0,0,2
267,1,0,14,0
143,0,1,22,5
61,0,0,12,0
265,1,1,18,5
45,2,1,16,1
282,1,0,4,5
139,0,1,9,1
363,1,1,2,3
283,1,0,1,2
88,1,0,1,5
365,0,0,18,6
365,1,0,12,1
365,0,1,10,6
107,1,0,10,5
27,1,0,9,5
265,1,1,16,5
283,1,0,21,5
283,1,0,0,0
195,1,1,14,5
76,0,0,20,0
370,1,0,13,4
29,2,0,22,5
191,2,0,14,3
29,2,0,21,1
88,0,0,0,2
137,1,1,0,0
451,0,0,19,0
148,1,0,14,4
195,2,1,17,4
283,1,0,22,4
282,1,0,20,6
215,0,1,22,1
283,2,0,23,0
29,0,0,22,4
107,1,0,6,0
361,0,0,7,5
456,1,1,18,2
386,2,0,6,1
406,0,0,9,6
216,0,1,7,3
166,1,0,13,1
139,1,1,10,1
61,2,0,19,3
267,1,1,9,4
39,0,0,14,4
88,0,0,0,3
234,1,1,1,3
107,1,1,17,2
370,2,0,7,4
137,1,0,21,6
76,1,1,7,2
177,2,0,15,5
29,2,0,9,6
268,1,0,22,0
107,2,0,17,0
195,1,1,18,3
107,0,1,7,4
283,1,0,19,2
283,1,0,0,2
305,1,0,22,3
407,1,0,14,2
107,1,1,3,1
27,1,1,21,1
88,0,0,1,6
107,2,0,16,5
407,0,0,0,1
139,1,0,21,6
283,2,0,23,0
217,1,1,21,0
283,0,1,22,3
61,1,0,14,1
267,2,1,19,5
365,1,0,12,2
88,2,0,5,5
111,1,0,13,0
216,1,1,11,1
330,2,0,12,5
49,1,1,14,5
283,1,1,10,0
397,1,1,14,5
359,2,1,10,4
107,1,0,23,4
337,1,0,12,1
365,1,1,13,0
126,1,1,21,0
107,0,1,15,3
397,0,1,6,1
392,0,1,18,0
107,0,1,17,2
214,1,1,22,6
88,0,0,0,2
107,1,0,13,1
265,1,1,18,1
365,1,1,1,1
27,1,1,17,5
143,0,0,21,6
407,1,1,20,3
107,1,1,2,5
216,1,1,18,6
45,1,0,13,2
282,0,0,20,1
27,1,0,0,2
283,1,1,23,3
195,1,1,14,6
283,1,0,11,1
107,1,0,13,3
88,0,0,9,0
397,2,1,0,4
88,1,0,10,5
253,1,1,15,6
283,1,1,19,6
287,1,0,15,4
177,2,0,22,3
139,1,0,0,5
111,2,1,21,0
177,2,0,20,4
148,1,1,4,1
191,0,1,17,3
283,2,1,16,4
267,0,0,1,4
107,1,0,10,1
345,0,0,10,4
283,1,1,16,4
282,1,0,22,0
111,1,1,9,3
88,2,0,16,2
143,1,0,10,3
107,2,0,12,1
148,1,0,9,6
264,0,1,23,6
407,2,0,0,6
88,1,0,1,4
283,0,1,19,5
191,1,1,12,2
283,0,0,19,5
283,0,0,18,4
139,1,0,17,4
126,0,0,22,3
139,0,0,15,4
137,2,0,22,1
216,0,0,2,1
267,0,0,1,4
111,0,0,1,0
336,1,1,16,5
216,0,1,6,3
27,0,0,21,4
283,2,0,9,2
282,1,0,9,1
137,1,1,3,6
267,1,1,14,0
88,1,1,1,1
268,1,1,22,6
191,2,1,12,2
282,0,1,19,0
107,2,1,11,3
169,1,1,15,2
191,2,0,16,1
88,2,0,13,1
107,1,0,11,3
267,1,0,11,6
214,2,1,8,2
265,1,0,20,4
195,0,1,19,0
282,2,0,18,1
267,1,1,1,5
278,0,0,22,1
336,2,0,8,0
88,0,0,20,0
29,1,1,20,0
310,1,1,22,1
336,0,1,20,2
102,1,1,20,2
283,1,1,18,5
88,2,0,5,6
337,1,1,22,5
249,2,0,20,0
265,2,1,14,1
267,1,0,0,1
137,2,0,22,2
27,1,1,18,2
126,0,0,21,5
107,0,0,8,4
195,1,1,6,3
397,2,1,16,3
283,1,0,17,4
29,0,0,19,5
253,1,1,12,4
107,0,0,11,4
107,0,1,6,0
282,1,0,21,1
107,0,1,14,1
45,0,1,14,0
283,1,0,23,5
107,0,0,8,3
49,0,0,8,0
27,1,1,20,0
107,2,0,14,6
143,0,0,19,0
406,2,0,23,5
